Name	Location	label
 city,  Liupanshui  in  Limited  Company  Steel  and  Iron  Shuicheng  Shougang 		-1
	 Wednesday’s 	"-1
"
		-1
 court.  sessions  Lahore’s 		-1
 Punjab.  Pakistan’s  of  capital  the  Lahore,  in  court  sessions  the  of  premises 	 Wednesday 	1
		-1
		-1
		-1
 Karachi 		-1
 Karachi,  of  city  port  Pakistani 	 Friday 	1
	 Friday 	"-1
"
		-1
		-1
		-1
	 Monday 	"-1
"
		-1
	 January. 	"-1
"
	 January, 	"-1
"
 Kashmir.  and  Jammu 		-1
		-1
 Tangdar  and  Uri  of  areas  border 	 Wednesday. 	1
 sector.  Uri  in  Bijhama  village  border  near  Bahak  Dhaki 		-1
 road,  Kupwara-Karnah  on  top  Sadhna 		-1
 Rajouri 		-1
 Kashmir,  and  Jammu  of  sector  Rajouri 	 Monday 	1
 sector  Rajouri  the  in  (LoC)  control  of  line  the  along  side  Pakistani  the 	 night’s  last 	1
 area,  Rajouri  in  LoC  the  along  side  Pakistan 	 night  “Last 	1
 Rajouri  of  sectors  Sunderbani  and  Nowshera  in  LoC  the  along  areas  civilian  and  posts  Indian 		-1
 areas.  civilian  and  posts  Indian  targeting  sector  Sunderbani 	 afternoon,  the 	1
 Rajouri,  in  LoC 	 hours  four  for  Tuesday, 	1
 Kashmir  and  Jammu  in  (IB)  Border  International  the  and  LoC 		-1
 PoK 	 29.  September 	1
		-1
 highway  Srinagar-Jammu 	 morning.  Saturday 	1
 Kashmir.  South  in  Qazigund,  Hillar, 		-1
 Benghazi 		-1
 Benghazi  of  city  eastern  Libya's 	 Wednesday, 	1
 district.  Salmani  Al  central  Benghazi's  in  mosque 	 evening  Tuesday 	1
	 later,  minutes  15 	"-1
"
		-1
 Jakarta: 		-1
 Jakarta  capital  Indonesia's 	 Tuesday 	1
		-1
		-1
 island  Java  on  Cipatujah  of  town  coastal 	 mid-December. 	1
		-1
 Aceh  of  province  western  Indonesia's 	 2016,  December 	1
 Aceh 	 2004 	1
 Indonesia.  Ocean,  Indian 		-1
 Alaska 		-1
 Alaska  of  Gulf 	 Tuesday,  of  hours  early 	1
 Alaska  Chiniak,  of  southeast  miles)  (157  km  256 	 GMT,  0931 	1
		-1
 Maharashtra  in  region  Koyna 		-1
 Maharashtra  in  dam  Koyna  the  near  areas 	 Sunday,  on 	1
 region  Koyna 	 am,  11.36 	1
		-1
 Lanka  Sri 		-1
 Lanka,  Sri  of  parts  several 		-1
		-1
 island  the  of  parts 	 night,  last 	1
	 afternoon 	"-1
"
 Colombo.  capital  from  away  kms  200 		-1
 Ecuador  of  coast 		-1
 Ecuador  of  coast 		-1
	 year.  last 	"-1
"
 country.  the  across  provinces  12 	 am  6  after 	1
		-1
 coast  Pacific  Ecuadors 	 2016.  April 	1
 ocean,  Pacific  in  Micronesia 		-1
 Ocean  Pacific  the  in  Micronesia  in  Yap  of  east-northeast 	 Friday, 	1
 Alaska  the 		-1
 Bali’s 		-1
 Bali  of  island  resort  Indonesian 	 Friday 	1
 direction,  westward 	 morning  Friday 	1
	 21  November 	"-1
"
 plant  gas  natural 		-1
 Slovakia  with  border  Austria’s  near  facility  gas  natural 	 Tuesday 	1
 Vienna,  of  east  March,  der  an  Baumgarten  in  plant 	 morning  the  in 	1
		-1
 plant, 		-1
 depot  Houthi  Yemen’s 		-1
 Hajjah,  of  province  northwestern  Yemeni 	 Sunday 	1
		-1
	 Sunday’s 	"-1
"
 Chile  southern 		-1
 park,  national  popular  a  near  Chile  southern  in  village  small 	 Saturday 	1
 valley.  river  flooded 		-1
		-1
		-1
 Chaiten 	 2008, 	1
 mall  shopping  Philippines 		-1
 Philippines  the  in  mall  shopping  a 		-1
 floor,  upper  the  on  business  outsourcing  an  engulfed  quickly  and  level  third  mall’s  the  on  store  furniture 	 Saturday 	1
 Jaipur 		-1
 Jaipur  of  city  walled  the  of  parts 	 night  Friday 	1
		-1
 stations  police  Gate  Galta  and  Chowk  Subhash  Chowk,  Manak  Ramganj, 	 Saturday,  on  pm  8  to  night  Friday  late  am  2 	1
 York  New 		-1
 building  apartment  City  York  New 		-1
 upstairs,  spread  quickly  and  building  brick  a  of  floor  first 	 Thursday  on  GMT)  (midnight  EST  7pm 	1
		-1
		-1
 nightclub  Bronx 		-1
 building.  Bronx 	 2007 	1
 district  Tirunelveli  Nadu's  Tamil 		-1
 night  Wednesday 		-1
 Thenmalai  to  Thirumalaikovil  from  and  Tenkasi  and  Paimpozhil  Vadakarai,  Achampudur,  Melagaram, 	 9pm 	1
 taluks  Tenkasi  and  Kadayanallur  Sengottai, 	 seconds.  three  to  two 	1
		-1
 Tibet 		-1
 Tibet 	 mid-November  Wednesday 	1
 Tibet,  in  County  Mainling 	 mid-November 	1
		-1
 Tibet  in  river  Brahmaputra 		-1
		-1
		-1
 Tenkasi 		-1
 district  Tirunelveli  in  Tenkasi 	 pm.  9.10  to  9  night  Wednesday 	1
 Thenmalai  to  Thirumalaikovil  from  and  Tenkasi  and  Paimpozhil  Vadakarai,  Achampudur,  Melagaram, 		-1
 Vadakarai 	 years.  six  last 	1
	 2001. 	"-1
"
 Taluks  Tenkasi  and  Kadayanallur  Sengottai,  in  villages 		-1
	 seconds.  three  to  two  only 	"-1
"
 island;  Java  Indonesia’s 		-1
 island  Java  populated  densely  Indonesia's 		-1
 Jakarta,  capital  the  in  away  miles)  (124  kilometers  200  about  including  island,  the  across  felt 	 Friday  on  11:47pm 	1
	 seconds  30 	"-1
"
	 20-second 	"-1
"
		-1
 Meghalaya 		-1
 Meghalaya 	 Monday. 	1
	 am.  9.05 	"-1
"
 Marol  Mumbai's 		-1
 Marol  suburban  in  building  residential  a  of  floor  upper 	 Thursday, 	1
 East.  Andheri  in  Marol  at  building  Manzil  Mamoon  plus  Ground  of  floor  fourth 		-1
		-1
		-1
		-1
		-1
 capital  Greek  the  of  fringes  western  the 	 Thursday 	1
 Athens.  of  west  district  Peramos  Nea 	 Wednesday’s 	1
	 Wednesday’s 	"-1
"
 capital  Greek 	 Thursday, 	1
		-1
		-1
 Coast:  Ivory 		-1
 Abidjan  near  Coast  Ivory 	 today, 	1
		-1
		-1
		-1
 province  Papua  Indonesia’s 	 Thursday 	1
 Indonesia 		-1
 Papua 		-1
 Papua, 	 December 	1
 Papua 	 2015,  August 	1
		-1
	 September, 	"-1
"
		-1
		-1
		-1
	 20,  September 	"-1
"
		-1
		-1
 showroom  textile  Chennai 		-1
 Nagar  T  at  showroom  textile  Silks  Chennai 	 morning  Wednesday 	1
		-1
 region  Chamba 		-1
 region.  Chamba  of  area  Dand  and  Kihar 		-1
		-1
		-1
 district,  Morigaon  Assam's  in  villages  several 	 Saturday. 	1
 district.  the  of  circle  revenue  Mayong  under  villages  several 		-1
		-1
 unit  fertiliser  Bangladesh: 		-1
 Chittagong,  of  city  port  Bangladesh’s  in  unit  fertiliser 	 Tuesday. 	1
 river  Karnaphuli  of  bank  the  on  Limited  Company  Fertiliser  DAP 	 night  Monday 	1
	 night.  last  PM  11:30 	"-1
"
		-1
 streets  Noida 		-1
 Noida,  Greater  and  Noida 	 Sunday. 	1
 Noida  Greater  and  Noida 	 evening,  Sunday 	1
 maharashtra 		-1
 India  in  Maharashtra 	 2012. 	1
 Maharashtra. 	 2013 	1
		-1
		-1
 districts  Dhule  and  Jalgaon  Jalna,  Aurangabad,  Nanded,  Osmanabad,  Latur,  Nashik.  and  Beed  Satara,  Pune,  Sangli,  Ahmednagar,  Solapur,  are  Maharashtra  in  areas 		-1
 Indonesia 		-1
 Java  of  island  main  Indonesia's 		-1
 Java  east  in  landslide  single 	 week,  last 	1
		-1
 island  populous  most  Indonesia's 	 week.  last 	1
		-1
		-1
 Bali 	 February 	1
 Java.  West  Garut, 		-1
	 year,  last  September 	"-1
"
 Pradesh  Andhra 		-1
 Pradesh,  Andhra 	 Monday. 	1
		-1
 Philippine 		-1
		-1
 Philippines 		-1
		-1
 Sea  Sulu 		-1
 province,  Bukidnon 		-1
		-1
		-1
 Philippines 		-1
 Philippines  central 	 week,  Last 	1
	 2013, 	"-1
"
 coast  Vietnam 		-1
 Vietnam 		-1
 region,  the  across  blackouts  widespread  caused  Damrey 		-1
 Vietnam 	 month,  a  in 	1
 mosque  Nigeria 		-1
 Mubi,  of  town  Nigerian  north-eastern  the  in  mosque 		-1
 state  Adamawa 	 Tuesday 	1
 markets.  and  mosques  as  such  places,  public  crowded 		-1
 state  Borno 	 September. 	1
 region,  the  in  state  Islamic 		-1
		-1
 plaza,  toll  Keerambur 	 Wednesday. 	1
		-1
		-1
 section  Coimbatore–Mettuppalayam  the  on  road  Idigarai  to  Narashimanaickenpalayam 	 Friday. 	1
		-1
 Bareilly 		-1
 Bareilly 	 evening.  Wednesday 	1
		-1
		-1
 crossing  railway  gated  Gosia 	 pm  6.30 	1
 Africa  South 		-1
 Johannesburg,  city  main  Africa’s  South 	 Tuesday 	1
 Africa.  South  central 		-1
 Telangana 		-1
 district  Medak  of  village  Masaipet 	 morning.  Thursday 	1
	 morning  Thursday  on  9.10am 	"-1
"
		-1
 Uttarakhand;  Himachal,  J-K, 		-1
 UP 		-1
 Uttarakhand  and  Pradesh  Himachal  Kashmir,  and  Jammu 	 on Friday, 	1
		-1
 Highway  National  Delhi-Lucknow  Pradesh  Uttar 		-1
 coast,  east  US 		-1
 coast  east  the  slammed  capital  US 	 today, 	1
 DC,  Washington  to  addition  in  Kentucky,  and  York  New  Jersey,  New  Pennsylvania,  Virginia,  Maryland,  Tennessee,  Carolina,  North  Georgia, 		-1
		-1
		-1
		-1
	 hours  36 	"-1
"
 Studio  Annapurna 		-1
 Hills  Banjara  in  studio  Annapurna 	 evening.  Monday 	1
	 evening.  the  in  6:30pm 	"-1
"
		-1
		-1
 Kupwara  Kashmir’s  and  Jammu 		-1
 district  Kupwara  Kashmir’s  north 	 evening,  Friday 	1
		-1
 Madurai  near  shop  Tasmac 		-1
 Nadu  Tamil  of  district  Madurai  in  Melur  near  shop  Tasmac 	 morning  Wednesday 	1
		-1
		-1
		-1
		-1
		-1
 resort,  ski  Japanese 	 Tuesday 	1
		-1
 Tokyo,  of  northwest  Shirane,  Kusatsu  Mt. 		-1
		-1
		-1
		-1
		-1
 Nagano  central  in  Ontake,  Mount 	 2014,  27,  September 	1
	 1983.  since 	"-1
"
 Portugal  central 		-1
 Grande  Pedrogao  of  municipality 	 afternoon  Saturday 	1
		-1
		-1
 regions.  several 	 Saturday, 	1
 mainland.  the  of  km  square  1,000 		-1
 Madeira  of  island 	 2016  August 	1
 Madagascar, 		-1
 Madagascar 	 1898 	1
 capital,  Madagascar’s 	 week  last 	1
 island  Ocean  Indian 		-1
 Africa,  West 	 2014 	1
 highlands.  rural 		-1
		-1
		-1
		-1
		-1
	 August, 	"-1
"
 Madagascar 	 1898 	1
 Madagascar 		-1
		-1
 Madagascar. 		-1
	 month  last 	"-1
"
 Madagascar 	 Tuesday. 	1
 house,  Rajabazar 		-1
 Rajabazar,  Street,  Dinendra  Raja  on  building  two-storey  a  of  floor  first 	 Sunday  on  4.25pm  around 	1
		-1
 building.  adjacent 		-1
		-1
 building, 		-1
		-1
		-1
 area  industrial  Waluj  the  in  Company  Ltd  Private  Auto  Metalman 	 Saturday, 	1
		-1
 Cuttack. 		-1
 city  the  of  locality  Palamandap  busy  the  in  store  garment  three-storey 	 Sunday. 	1
		-1
	 am,  11.25 	"-1
"
		-1
		-1
		-1
 Bhubaneswar.  in  Damana  at  mall  shopping 	 4,  January 	1
		-1
		-1
		-1
 district.  Dindigul  in  Sempatti 	 Sunday  on  hours  earlyl 	1
		-1
 Pradesh  Madhya 		-1
 Sithaiyankottai. 	 am  4.15  around 	1
		-1
 Baraut.  Baghpat’s 	 night  late  Saturday 	1
		-1
		-1
 Baraut  in  road  Binauli 	 night.  Saturday 	1
		-1
		-1
 Nanjangud.  in  godown 		-1
 noon.  Sunday  town  Nanjngud  in  Nagar  Vinayak  at  godown 		-1
		-1
		-1
		-1
 Expressway,  Mumbai-Pune 		-1
 Expressway  Mumbai-Pune  the  of  lane  third 	 Sunday.  on  early 	1
 village.  Kon  near  tunnel  Bhatan 		-1
	 3.30am. 	"-1
"
 Dantewada.  Chhattisgarh's 		-1
 district  Dantewada  Chhattisgarh's 	 Sunday. 	1
 village  Gatam 		-1
 Gatam,  at  house  Podiyam's 	 night,  last 	1
		-1
 city  the  of  outskirts  the  on  Chettipalayam  near  Road  Bypass  L&T 	 Saturday.  of  hours  early 	1
		-1
 Chettipalayam,  at  Thottam  Kallankadu 		-1
		-1
		-1
		-1
		-1
 Kalyan 	 Sunday. 	1
		-1
		-1
		-1
 2005,  26,  July  since 		-1
 areas.  Sakinaka  Andheri,  Kurla,  Central,  Mumbai  Dadar,  Sion,  areas  suburban  the  and  Mumbai 	 29.  August 	1
 areas  low-lying 	 2017,  19,  September 	1
 Mumbai. 		-1
	 Sunday. 	"-1
"
 India,  northern 		-1
 Delhi-NCR. 		-1
 Valley,  Kashmir  the  and  capital  national  India,  north  of  parts  several  region  border  Afghanistan-Tajikistan 	 Wednesday 	1
 Valley,  Kashmir  the  as  well  as  region  Delhi-NCR 		-1
		-1
		-1
 Valley, 		-1
		-1
 Control.  of  Line  the  of  side  either  on  Kashmir  and  Jammu  of  parts  wide 	 2005  October 	1
 Japan: 		-1
 Japan 	 Wednesday, 	1
 Honshu,  of  island  the  of  northeast  miles)  (64  km  103 		-1
 Japan, 		-1
 here  of  northwest 	 Tuesday, 	1
		-1
 Gunma 		-1
 Kusatsu-machi,  in  Resort  Ski  International  Kusatsu  neighbouring 		-1
		-1
 Aligarh 		-1
 Aligarh 	 Friday.  on  am  3:45  around 	1
 Atrauli, 	 morning  Sunday 	1
 Syria 		-1
	 Monday 	"-1
"
 Ghouta  Eastern  of  region 		-1
 Ghouta,  Eastern  in  areas  several 		-1
 Sawa,  Beit  of  town  the  in  market 		-1
 Hazzeh.  of  town 		-1
 region,  besieged  the  of  rest 		-1
 Ghouta,  Eastern 		-1
	 Friday, 	"-1
"
 Touma.  Bab  of  district  regime-controlled  capital's  the  onto  Ghouta  Eastern 		-1
		-1
 provinces  Pul  Sari  and  Faryab  Badakhshan,  northern 	 Monday, 	1
 district,  Wardoj  province’s  Badakhshan 		-1
 Faryab,  of  district  Tagab  Shirin 		-1
		-1
 Karachi. 		-1
	 Monday 	"-1
"
		-1
 Park,  Zamzama  near  area  Clifton  Karachi’s 		-1
		-1
 Hyderabad.  in  GHMC  in  office 		-1
 room.  audit  office,  Zone  Central  GHMC’s 	 Tuesday  on  early 	1
 building  three-floor 		-1
 office  government 	 weeks.  two  last 	1
 Khairatabad,  in  also  incidentally  office,  Authority’s  Transport  Road  of  floor  first 	 24,  January 	1
 RTA 		-1
 office  GHMC 	 Tuesday’s 	1
 room  audit 		-1
 GHMC 		-1
	 Wednesday. 	"-1
"
 Station  Rail  Metro  City  Hitech  under-construction 	 Tuesday 	1
		-1
 Mysuru: 		-1
		-1
 estate.  industrial  Mumbai  in  mill  cloth 		-1
 Goregaon  suburban  in  mall  Oberoi  the  near  Estate  Industrial  Italian  the  in  mill  cloth 	 morning, 	1
 Road,  Link  Mulund  on  located  building  three-storey  the  of  floor  ground 	 am,  7.19 	1
 area.  Parel  Lower  in  Compound  Mills  Todi  the  in  studio  Navrang 	 19,  January 	1
 building  court  sessions  the  of  floor  third 	 8,  January 	1
 Kanjurmarg,  suburban  in  studio  Cinevista 	 6,  January 	1
	 4,  January 	"-1
"
 Marol  suburban  in  building  residential  a  of  floor  upper 		-1
 church,  Egypt 		-1
	 year  last 	"-1
"
 capital  Egypt's  in  church 	 Friday, 	1
		-1
 area.  Helwan  in  church  Mina  Mar 		-1
 church,  Cairo  south 		-1
		-1
	 7.  January  on  Day  Christmas  orthodox  and  year  new  the  of  celebration  Coptic 	"-1
"
	 year  last 	"-1
"
 Uttarakhand.  in  gorge 		-1
 Uttarakhand  of  area  Sawala  Champawat's  in  gorge 	 Wednesday. 	1
 Tanakpur.  Pithoragarh 		-1
		-1
		-1
 highway.  national  Pathankot-Jalandhar 		-1
		-1
 road  Malout 	 today. 	1
		-1
 Abohar  in  mill  flour 		-1
		-1
 Maharashtra.  in  Thane 		-1
 areas  surrounding  and  Thane 	 morning,  Tuesday 	1
 am.  2.21 		-1
 region.  Thane 		-1
 Mandi.  Himachal’s 		-1
 Pradesh  Himachal  of  region  Mandi 	 Friday, 	1
		-1
 region.  Chamba 	 another  2,  October 	1
 Valley,  Kangra 	 1905 	1
 Haryana 		-1
 Haryana, 		-1
 stores  US 		-1
 Road,  Ferry  Burnett  on  Stop  Quick  Tech  Hi 	 evening  Tuesday 	1
		-1
 Beverage,  and  Food  Street  Elm  store,  convenience 		-1
		-1
 factory;  medicine 		-1
 here,  locality  Kundanpura  in  factory  medicine 		-1
	 Thursday. 	"-1
"
		-1
		-1
		-1
 road.  Sriganganagar-Srikaranpur 	 evening  this  late 	1
		-1
 Panipat, 		-1
 area  Madlauda  in  road  village  Assan-Khandra 	 today. 	1
		-1
		-1
 road  Radaur 	 today. 	1
		-1
		-1
 Ambala  in  Naraingarh  of  village  Gaddoli 	 Wednesday. 	1
		-1
		-1
 Nahan  Dharamsala  Palampur  Una  Shimla  Solan  Bhuntar  Kalpa  Manali  state  the  of  parts  most 		-1
		-1
 village  Ghaluwal 	 morning. 	1
		-1
 Nizamuddin,  near  flyover  Barapullah 	 today 	1
		-1
 Champawat. 		-1
 district  Champawat  in  road  Tanakpur-Pithoragarh  the  on  temple  Swala 	 morning. 	1
 temple.  the  near 		-1
		-1
		-1
 India,  northern 		-1
 Delhi-NCR. 		-1
 Valley,  Kashmir  the  and  capital  national  India,  north  of  parts  several  border  Afghanistan-Tajikistan 	 Wednesday 	1
 Valley,  Kashmir  the  as  well  as  region  Delhi-NCR 		-1
		-1
		-1
 Valley, 		-1
		-1
 Control.  of  Line  the  of  side  either  on  Kashmir  and  Jammu  of  parts  wide 	 2005  October 	1
 Tonga 		-1
 Samoa.  nation  island  Pacific  Tonga 	 Monday 	1
 Samoa 	 Friday,  overnight 	1
 Tongatapu.  island  populous  most  Tonga's  of  east  kilometres  370  Tonga 	 night.  Monday 	1
 Fiji 	 2016 	1
 Vanuatu 	 2015. 	1
		-1
 England.  New  state  York  New  Chicago,  Friday,  Midwest  US  northern 		-1
 Michigan.  and  Illinois  northern  Wisconsin,  area  metropolitan  Chicago's 	 2016  late 	1
 Michigan.  Montana 		-1
 Midwest 		-1
 state  York  New 		-1
		-1
	 Monday. 	"-1
"
		-1
 city,  Srinagar  of  heart 		-1
		-1
		-1
 Hospital  SMHS 		-1
		-1
	 Jammu,  of  area  Sunjwan 	"-1
"
 factories.  shoe  Delhi  two 		-1
 Narela.  and  Area  Industrial  Mangolpuri  Delhi’s  in  factories  shoe 	 Monday 	1
 Peeragarhi,  Delhi’s 	 2,  February  on  Earlier 	1
 store  US 		-1
 Georgia.  of  state  US  the  in  stores  convenience  two 		-1
 Road.  Ferry  Burnett  on  Stop  Quick  Tech  Hi 	 evening  Tuesday 	1
		-1
 store  convenience  another 		-1
		-1
 district.  Gajapati  Odisha’s  in  gorge 		-1
 district.  Gajapati  Odisha’s  in  gorge  50-ft-deep 		-1
 gorge.  deep 		-1
 Mussoorie 		-1
 town.  Mussoorie  of  station  hill 	 Tuesday 	1
	 morning. 	"-1
"
 suffered  industry  tourism  Mussoorie.  neighbouring  Surkunda,  and  Burashkhanda  Nagtibba,  Dhanaulti, 		-1
 Srinagar 		-1
 city  Srinagar 	 today  30-hour-long 	1
 Nagar  Karan  at  building  multi-storey  under-construction 	 Monday. 	1
	 afternoon. 	"-1
"
		-1
		-1
 building  the  inside 	 am,  1  around 	1
		-1
 Ward  9th  Lower 		-1
 Gras  Mardi  from  miles  of  couple 		-1
 Ward.  9th  Lower  the  in  Avenue  Claude  St.  of  block  5100  the  in  station  gas 		-1
 agency  spy  US 		-1
 Maryland.  Meade,  Fort  in  headquarters  Agency  Security  National  US 	 morning  Wednesday 	1
		-1
		-1
		-1
		-1
